FIND	0	DRAWING	TITLE
1	33.05 INCHES	1010639-2	WIRE
2	1	MS25036-44	TERMINAL LUG
3	6	1010738-6	CONTACT, ELECTRICAL SOCKET
4	AR	MIL-W-16878 1B-24-19STND WHITE	WIRE
			
			PROOFED
