FIND	0	DRAWING	TITLE
6	AR	1012507-002	TAPE, LACING AND TYING
5	3.0 INCHES	1010789-002	WIRE, ELECT
4	3.0 INCHES	-001	WIRE, ELECT
3	1	1006361-005	CONNECTOR, RECEPTACLE, HERMETIC SEAL
2	3	6011189	LAMP, INCANDESCENT (MINIATURE)
1	1	6011857	TERMINAL BOARD ASSEMBLY
			
			PROOFED
