-11	DRAWING	TITLE	FIND	STRIKE
X	2010080	SCHEMATIC	REF	
1	2010689	WIRING BOARD F	68	
1	2010687	WIRING BOARD E	67	
1	2010685	WIRING BOARD D	66	
1	2010683	WIRING BOARD C	65	
1	2010681	WIRING BOARD B	64	
1	2010679	WIRING BOARD A	63	
1	1008025-6	INSULATOR, BUSHING	62	
AR	1010848-2	WIRE, ELECTRICAL	61	
2	1010604-16	RESISTOR	60	
2	1006750-62	RESISTOR	59	
4	1006755-62	CAPACITOR	58	
12	1006762-2	TRANSFORMER	57	
20	1010966-1	TRANSISTOR	56	
3	1010652-1	TRANSISTOR	55	
2	1010342	TRANSISTOR	54	
5	1010343-3	TRANSISTOR	53	
2	1008815-9	DIODE	52	
2	1010372-12	DIODE	51	
17	1010385	DIODE	50	
2	1006755-79	CAPACITOR	49	
2	1006755-21	CAPACITOR	48	
2	1006755-33	CAPACITOR	47	
8	1006755-69	CAPACITOR	46	
1	1006755-10	CAPACITOR	45	
3	1006777-10	CAPACITOR	44	
3	1006777-23	CAPACITOR	43	
6	1006777-24	CAPACITOR	42	
2	1006777-39	CAPACITOR	41	
2	1006777-31	CAPACITOR	40	
1	1010604-34	RESISTOR	39	
3	1010369-1	RESISTOR	38	
3	1010369-152	RESISTOR	37	
2	1010369-92	RESISTOR	36	
2	1010369-105	RESISTOR	35	
8	1006750-25	RESISTOR	34	
8	1006750-16	RESISTOR	33	
1	1010604-39	RESISTOR	32	
1	1006750-58	RESISTOR	31	
3	1006750-49	RESISTOR	30	
3	1006750-72	RESISTOR	29	
3	1006750-24	RESISTOR	28	
3	1006750-8	RESISTOR	27	
3	1006750-77	RESISTOR	26	
6	1006750-39	RESISTOR	25	
1	1006750-52	RESISTOR	24	
16	1006750-32	RESISTOR	23	
3	1006750-63	RESISTOR	22	
3	1006750-44	RESISTOR	21	
5	1006750-36	RESISTOR	20	
15	1006750-56	RESISTOR	19	
5	1006750-65	RESISTOR	18	
2	1006750-5	RESISTOR	17	
5	1008025-5	INSULATOR, BUSHING	16	
24	1008025-1	INSULATOR, BUSHING	15	
4	1010275	TRANSFORMER	14	
			13	
AR	1006757-1	WIRE, ELECTRICAL	12	
			11	
AR	1006776-21	INSULATION SLEEVING	10	
12	1008161-4	SCREW, CAP, SLOTTED	9	
2	MS16633-4015	RING RETAINING EXT, E	8	
2	1004546-3	WASHER, FLAT	7	
2	1004546-1	WASHER, FLAT	6	
2	1004579-1	SCREW, JACKING	5	
1	2008093-003	TERMINAL, THREADED	4	
1	2008357	WIRING BOARD B	3	X
1	2008359	WIRING BOARD A	2	X
1	2007210-011	HEADER HOUSING ASSY	1	
