0	DRAWING	TITLE	FIND
X	1015005	SCHEMATIC	REF
			
AR	1006776-21	INSULATION, SLEEVING	11
AR	1006757-1	WIRE, ELECTRICAL	10
2	MS35338-78	WASHER, LOCK	9
2	MS15795-303	WASHER, FLAT	8
2	1008069-1	SCREW, SOC HD	7
2	1010362-003	DIODE	6
1	1010472-2	CONNECTOR, RECEPTACLE	5
2	1010353-4	RELAY	4
3	1007117	SPACER, INSULATED	3
1	1007116	WIRING BOARD, TOP	2
1	1007118	HOUSING	1
			
		PROOFED	
