-11	FIND	DRAWING	TITLE
1	11	1010704-2	BUSHING, INSULATOR
X	REF	1010031	SCHEMATIC DIAGRAM, ELECTRICAL
1	9	1008276	BRACKET
1	8	1010704-1	TERMINAL, STUD
5	7	1007113	TERMINAL LUG ASSY
AR	6	1006757-1	WIRE, ELECTRICAL
1	5	1010333	TRANSFORMER
3	4	1010469-2	RESISTOR, VARIABLE
AR	3	1006776-20	INSULATION, SLEEVING, ELECTRICAL
1	2	1008008	SPACER
1	1	1008278-011	HOUSING (INSEP ASSY)
			
			PROOFED
