-11	DRAWING	TITLE	FIND
AR	1006806-7	INSULATION TAPE, ELECTRICAL	5
AR	1006806-13	INSULATION TAPE, ELECTRICAL	4
AR	1006767-1	WIRE, ELECTRICAL, .010 X .020	3
1	1003144-2	MATRIX ASSY	2
1	1003144-1	MATRIX ASSY	1
			
		PROOFED	
