0	TITLE	DRAWING	FIND
2	PIN, LOCATING, ADA MOUNT	1000069	7
8	PIN, STRAIGHT, HEADLESS	1000054-1	6
2	MOUNT, ADA	1000167	5
2	FLG, STUB SHAFT, MID GIMBAL	1000051	4
2	FLG, BEARING HOUSING, MID GMBL	1000050	3
1	FLANGE, MIDDLE GIMBAL	1000049	2
1	HEMISPHERE, FIXED MID GMBL	1000041	1
			
	PROOFED		
