-11	FIND	DRAWING	TITLE
1	6	1014650-3	NAMEPLATE
6	5	1014503	SCREW - CAPTIVE
4	4	NAS1352CO4-8	SCREW
1	3	1014611	PLATE (INSEP ASSY)
	2		
1	1	1014504	SHROUD, OPTICS
			
			PROOFED
