FIND	QTY	TITLE	-1	-2	-3	-4	-5	-6	-7	-8	-9	-10	-11	-12	-13	-14	-15	-16	-17	-18	-19	-20	-21	-22	-23	-24	-25	-26	-27	-28	-29	-30	-31	-32	-33	-34	-35	-36	-37	-38	-39	-40	-41
1	1	MULTILAYER CIRCUIT BOARD	1006390-001	1006390-002	1006390-003	1006390-004	1006390-005	1006390-006	1006390-007	1006390-008	1006390-009	1006390-010	1006390-011	1006390-012	1006390-013	1006390-014	1006390-015	1006390-016	1006390-017	1006390-018	1006390-019	1006390-020	1006390-021	1006390-022	1006390-023	1006390-024	1006390-025	1006390-026	1006390-027	1006390-028	1006390-029	1006390-030	1006390-031	1006390-032	1006390-033	1006390-034	1006390-035	1006390-036	1006390-037	1006390-038	1006390-039	1006390-040	1006390-041
