0	FIND	DRAWING	TITLE
2	17	2012745	SPRING, FLAT
1	16	1010490-80	INSULATION – SLEEVING, ELECT, HEAT SHRINK
1	15	1010952-002	SPLICE, CONDUCTOR (BUTT, UNINSULATED)
7	14	1010770-1	CONTACT, CRIMP TYPE #22 (PIN)
1	13	1010929-117	CONNECTOR, PLUG, ELECT. (P1)
2	12	1011625-11	SCREW, CAP HEX SOC HD SELF-LOCKING
1	11	2012694	BRACKET, CABLE COIL
1	10	1012551-001	CABLE, TEFLON, MULTICONDUCTOR, 600V (24” LG)
2	9	1006273-6	SCREW, CAP, BUTTON HD., HEX SOC
1	8	2012678	PLATE, THERMOSTAT RETAINING
1	7	1012548	THERMOSTAT, FIXED TEMP
1	6	1012550-003	HEATER PAD, EYEPIECE HOUSING
1	5	MS16535-338	RIVET, TUBULAR, OVAL HEAD
4	4	1010618-1	SCREW, BUTTON HD, SELF-LOCKING, SOC HEX
2	3	2012634	SPRING, FLAT
2	2	2012635	PLUNGER
1	1	2012685	HOUSING, MIRROR (SEXTANT EYEPIECE)
