FIND	0	DRAWING	TITLE
1	77' 5.8"	1010639-2	WIRE
2	24	1010738-6	CONTACT, ELEC
3	1	1010476-168	INSULATION, SLEEVING, ELEC, HEAT SHRINK
4	1	1010711-1	SPLICE REDUCER
5	AR	MIL-T-713 TYPE P, CLASS 2, BLACK	LACING TAP (ES-2732 NO. 18)
6	6.6"	MIL-W-16878/1B-24-19 STND WHT	WIRE
7	8.0' 3.1"	MIL-W-16878/1B-20-19 STND WHT	WIRE
			
			PROOFED
