-11	DRAWING	TITLE	FIND
X	1010055	SCHEMATIC, ELEC	REF
AR	1006776-20	INSULATION, SLEEVING ELEC	7
2	1008540-3	GASKET CONNECTOR MINIATURE	6
2	1008540-2	GASKET CONNECTOR MINIATURE	5
10	1006775	INSULATOR WRAPOST MALE	4
10	1006782-5	CONTACT WRAPOST MALE	3
1	1007073	HEATSINK	2
1	1007074	CDU RESOLVER LOADS MODULE SUB ASSY	1
			
		PROOFED	
