-21	-11	DRAWING	TITLE	FIND	STRIKE
1		2004734	TAPE, ADHESIVE	7	
1		2003934-021	DISK ASSY	6	
1	1	2003923-011	SWITCH, POTTED ASSY	5	
	1	2003934-011	DISK ASSY	4	
2	2	1010618-3	SCREW, BUTTON HD	3	
1	1	1006354	HEADER, HERMETIC SEAL	2	
1	1	2004949	HOUSING, SWITCH MOUNTING	1	
					
X	X	X	PROOFED	REF	X
