0	DRAWING	TITLE	FIND
1	1007163	CONNECTOR PLUG ELEC	7
1	1007162	IMU TEMP IND ALARM & BACK-UP CONT	6
1	1007063	CDU FIXED RESOLUTION TRANS & ENTRY	5
1	1007056	IMU TEMPERATURE CONTROLLER	4
2	1007054	ENCODER	3
1	1007052	PULSE TORQUING POWER SUPPLY	2
1	1007167	FRAME ASSEMBLY	1
			
		PROOFED	
