-11	DRAWING	TITLE	FIND	STRIKE
1	1006387-002 or 1006387-003	INDICATOR, ALARM	6	
AR	1006338-002	ADHESIVE, SILICONE	5	
6	MS16633-4014	RING, RETAINING	4	
12	1004546-4	WASHER, FLAT	3	
6	2004932-003	SCREW, JACKING	2	
1	2003897-011	COVER ASSEMBLY	1	
				
X	X	PROOFED	REF	X
