0	DRAWING	TITLE	FIND
1	1007017	AC DIFF AMPL	6
1	1007019	INTERROGATOR	5
3	1007016	TERNARY CURRENT SWITCH	4
3	1007007	DC DIFF AMPL & PVR	3
1	1007027	BINARY CURRENT SWITCH	2
1	1007261	FRAME, ASSEMBLY	1
			
		PROOFED	
