FIND	0	DRAWING	TITLE
3	AR	MIL-T-713 TYPE P	TWINE, NYLON, WAXED
2	7	1010464-1	PIN, CONTACT, CRIMP TYPE
1	1	1010428	RESOLVER
			
			PROOFED
