-11	DRAWING	TITLE	FIND
24	MS15795-505	WASHER, FLAT	13
24	NAS1352-06-8	SCREW, CAP, SOCKET HEAD	12
AR	1006879	SILICONE COMPOUND	11
1	1007484-011	BUFFER CIRCUIT	10
1	1007485-011	RELAY	9
1	1007523-011	RESOLVER DRIVE AMP	8
1	1007481-011	MOTOR DRIVE PREAMP	7
1	1007483-011	COSECANT GENERATOR	6
1	1007480-011	TWO-SPEED SWITCH	5
2	1007482-011	MOTOR DRIVE AMP	4
2	1007555-011	CDU D TO A CONVERTER	3
1	1007487-011	ZERO OPTICS	2
1	1007448-011	FRAME ASSY	1
			
		PROOFED	
