FIND	0	DRAWING	TITLE
1	63 FEET 0.6 INCHES	1010639-2	WIRE
2	20 FEET 5.8 INCHES	-4	WIRE
3	13	1010738-6	CONTACT, ELECTRICAL SOCKET
4	1	1010711-1	SPLICE REDUCER
5	1	1010476-168	INSULATION, SLEEVING, ELEC. HEAT SHRINK
6	AR	MIL-T-713 TYPE P CLASS 2 BLACK	LACING TAPE (ES-2732 NO. 18)
7	AR	MIL-W-16878 1B-20-19STND WHITE	WIRE
8	AR	MIL-W-16878 1B-24-19STND WHITE	WIRE
			
			PROOFED
