-11	FIND	DRAWING	TITLE
1	8	MS21209-F5-15	(1897059-205) INSERT, SCR LKG, HELICAL COIL
1	7	MS21209-F4-15	(1897059-204) INSERT, SCR LKG, HELICAL COIL
8	6	1010802-002	INSERT FLOATING, LOCKING THD
3	5	1899965	INSERT, OPTICS MOUNTING
16	4	MS171494	PIN, SPRING
16	3	1010867-3	SCREW, FLAT HD SELF LOCKING
8	2	2899968	PAD, MOUNTING
1	1	6899952	BASE, NAVIGATION, LEM (MACHINING)
