-11	DRAWING	TITLE	FIND	NOTE
2	1000243-36	FERRULE, ELEC	56	
0.2	MIL-I-631 TYPE F, FORM Ua, GRADE A, CLASS 1, CATEGORY 1, AWG 3	INSULATION, ELEC	55	
AR	MIL-I-23594 TYPE I WIDTH 1/2 	TAPE, PRESSURE SENSITIVE	54	The original drawing calls out MIL-T-23594, but I think that may be a mistake.
3	1000242-36	FERRULE, ELEC	53	
1	1010400-5	CLAMP, CABLE	52	
1	MS25036-12	TERMINAL, LUG	51	
1	MS25036-11	TERMINAL, LUG	50	
1	MS18035-1-2	STRAP, CABLE	49	
AR	MIL-S-22473 GRADE C	SEALING COMPOUND	48	
1	1003562-011	TERMINAL BLOCK ASSY	47	
2	MS35333-70	WASHER, LOCK	46	
2	1006783-19	SCREW, BUTTON HD	45	
9	1006783-18	SCREW, BUTTON HD	44	
1	1004868	COVER	43	
AR	1012507-003	TAPE, LACING	42	
7.7	1006322-007	INSULATION SLEEVING	41	
244	1010738-5	CONTACT, ELEC, PIN	40	
1	1010812-1	SEAL RUBBER	39	
1	1010815-144	CONNECTOR, PLUG	38	
1	MS16995-2	SCREW, CAP	37	
1	1004781-002	CLAMP, CONNECTOR	36	
1	1004782-002	ADAPTER, CONNECTOR	35	
4	1004782-001	ADAPTER, CONNECTOR	34	
1	1010771-013	CONNECTOR, PLUG	33	
1	1010771-104	CONNECTOR, PLUG	32	
1	1010771-103	CONNECTOR, PLUG	31	
1	1010771-102	CONNECTOR, PLUG	30	
1	1010771-101	CONNECTOR, PLUG	29	
1	1003731-011	CONNECTOR ASSY	28	
0.8	QQ-B-575 BRAID SIZE 1/2 AWG 34	WIRE, BRAID	27	
10.7	QQ-B-575 BRAID SIZE 3/8 AWG 34	WIRE, BRAID	26	
7.8	QQ-B-575 BRAID SIZE 1/4 AWG 36	WIRE, BRAID	25	
2.6	QQ-B-575 BRAID SIZE 11/64 AWG 34	WIRE, BRAID	24	
2	1010402-3	SLEEVE, SOLDER	23	
14	1010402-2	SLEEVE, SOLDER	22	
1	1006384-001	FERRULE, ELEC	21	
1	1000242-29	FERRULE, ELEC	20	
5	1000242-27	FERRULE, ELEC	19	
1	1000242-32	FERRULE, ELEC	18	
6	1000242-33	FERRULE, ELEC	17	
1	1000242-30	FERRULE, ELEC	16	
2	1000243-40	FERRULE, ELEC	15	
5	1000243-21	FERRULE, ELEC	14	
4	1000243-37	FERRULE, ELEC	13	
2	1000243-34	FERRULE, ELEC	12	
1	1000243-31	FERRULE, ELEC	11	
10.0	1010789-001	WIRE, ELEC, AWG 24 (YEL)	10	
25.0	1010789-003	WIRE, ELEC, AWG 24 (2 COND TWIST)	9	
17.0	1010789-015	WIRE, ELEC, AWG 26 (2 COND SHLD)	8	
25.0	1010789-004	WIRE, ELEC, AWG 24 (3 COND TWIST)	7	
4.0	1010789-005	WIRE, ELEC, AWG 24 (4 COND TWIST)	6	
25.0	1010789-006	WIRE, ELEC, AWG 22 (YEL)	5	
16.0	1010416-140	WIRE, ELEC, AWG 26 (RED/ORN TCR)	4	
16.0	1010789-007	WIRE, ELEC, AWG 22 (BLK)	3	
215.0	1010789-017	WIRE, ELEC, AWG 26 (2 COND TWIST)	2	
266.0	1010789-016	WIRE, ELEC, AWG 26 (YEL)	1	
				
		PROOFED		
