-11	DRAWING	TITLE	FIND	STRIKE
AR	1006806-15	INSULATION TAPE ELECTRICAL	3	
AR	1006806-14	INSULATION TAPE ELECTRICAL	2	
AR	1006757-1	WIRE ELECTRICAL .010 X .020	1	
				
X	X	(PROOFED)	REF	X
