-11	DRAWING	TITLE	FIND	STRIKE
1	2004727	GASKET, RUBBER	8	
4	2004984-001	WASHER, FLAT	7	
4	2004984-003	WASHER, FLAT	6	
4	MS16633-4015	RING, RETAINING, EXTERNAL, E	5	
4	MS16995-10	SCREW, CAP, SOCKET HD.	4	
4	1004579-1	SCREW, JACKING	3	
1	2003095	FRAME ASSEMBLY	2	
1	2004188	COVER	1	
				
X	X	PROOFED	REF	X
