0	DRAWING	TITLE	FIND
X	1010056	SCHEMATIC	REF
			
AR	1006757-1	WIRE ELEC	6
AR	1006776-21	INSULATION SLEEVING	5
1	1010405	TRANSFORMER	4
5	1010353-4	RELAY	3
1	1008128	WAFER BOARD, BOTTOM	2
1	1008127	WIRING BOARD, TOP	1
			
		PROOFED	
