-11	DRAWING	TITLE	FIND	STRIKE
AR	1006776-22	INSULATION SLEEVING	8	
AR	1006757-8	WIRE, ELEC	7	
AR	1006757-1	WIRE, ELEC .010 X .020	6	
1	1004266-2	INSULATOR	5	
1	1004266-1	INSULATOR	4	
5	1006755-79	CAPACITOR, TANT	3	
5	1010406-7	COIL, RF, CHOKE	2	
1	1004255	HOLDER COMPONENT	1	
				
X	X	PROOFED	REF	X
