-011	DRAWING	TITLE	FIND
X	2010056	SCHEMATIC	REF
			
10	1010768-58	RESISTOR	8
AR	1006776-22	INSULATION SLEEVING	7
1	1010768-125	RESISTOR	6
AR	1006757-8	WIRE, ELECTRICAL .020 DIA	5
AR	-1	WIRE ELECTRICAL .010 X .020	4
1	2007058-011	ELECTRON TUB ASSY	3
1	2007059	WIRING BOARD ASSY	2
1	2008249	INSULATOR	1
			
		PROOFED	
