FIND	0	DRAWING	TITLE
1	32.0 INCHES	1010639-2	WIRE
2	7.0 INCHES	-4	WIRE
3	3.1 INCHES	1006757-8	WIRE
			
5	1	MS25036-44	TERMINAL LUG
6	AR	MIL-W-16878 1B-24-19STND	WIRE
			
			PROOFED
