-11	0	DRAWING	TITLE	FIND
1		1004871	CONNECTOR, 360 CONTACT	8
4	4	MS16633-4015	RING RETAINING EXT “E”	7
4	4	1004546-3	WASHER, FLAT	6
4	4	1004546-1	WASHER, FLAT	5
4	4	1004579-1	SCREW, JACKING	4
360	360	1006775	INSULATOR, WRAPOST MALE MIN	3
360	360	1006782-6	CONTACT, WRAPOST MALE MIN	2
	1	1004718	CONNECTOR, 360 CONTACT	1
				
			PROOFED	
