-11	DRAWING	TITLE	FIND
1	1012516-006	TERMINAL, STUD	5
190	1010690-2	TERMINAL	4
12	MS21209-CO615	INSERT, THREADED, SELF LOCKING	3
6	MS21209-CO415	INSERT, THREADED, SELF LOCKING	2
1	2004919-001	PLATE, ADAPTER	1
			
		PROOFED	
