FIND	0	DRAWING	TITLE
1	32"	1010639-2	WIRE
3	3.1"	1006757-8	WIRE
5	1	MS25036-44	TERMINAL LUG
6	3"	MIL-W-16878/1B-24-19	STND WIRE
			
		PROOFED	
