-11	DRAWING	TITLE	FIND	STRIKE
X	1005750	INTERCONNECTION DIAGRAM	REF	
0.7	'1010416-160	WIRE, ELECTRICAL	20	
0.7	'1010416-15	WIRE, ELECTRICAL	19	
0.7	'1010416-176	WIRE, ELECTRICAL	18	
0.7	'1010416-121	WIRE, ELECTRICAL	17	
0.7	'1010416-167	WIRE, ELECTRICAL	16	
0.7	'1010416-158	WIRE, ELECTRICAL	15	
0.7	'1010416-140	WIRE, ELECTRICAL	14	
0.7	'1010416-13	WIRE, ELECTRICAL	13	
0.7	'1010416-194	WIRE, ELECTRICAL	12	
0.7	'1010416-182	WIRE, ELECTRICAL	11	
0.7	'1010416-128	WIRE, ELECTRICAL	10	
0.7	'1010416-173	WIRE, ELECTRICAL	9	
0.7	'1010416-164	WIRE, ELECTRICAL	8	
0.7	'1010416-146	WIRE, ELECTRICAL	7	
0.7	'1010416-137	WIRE, ELECTRICAL	6	
1	1004809	INSULATOR, FRONT, PROGRAM DISPLAY	5	
0.7	'1010416-20	WIRE, ELECTRICAL	4	
0.7	'1010416-11	WIRE, ELECTRICAL	3	
1	1004813	BOARD, INSULATOR	2	
1	1006744	INDICATOR E/L (PROG)	1	
				
X	X	PROOFED	REF	X
