-11	DRAWING	TITLE	FIND
X	2010075	SCHEMATIC	
			
AR	1006776-21	INSULATION SLEEVING	7
AR	1006776-20	INSULATION SLEEVING	6
AR	1006787-2	WIRE, ELECTRICAL	5
1	1010938	CAPACITOR	4
1	1010888	TRANSFORMER, DUCOSYN	3
1	2008141	BASE, DUCOSYN TRANSFORMER	2
1	2007020-011	TERMINAL BOARD ASSY	1
			
		PROOFED	
