-11	DRAWING	TITLE	FIND
2	1000243-7	FERRULE, INNER	4
AR	1010416-1	WIRE, AWG 28E BLK	3
AR	1010490-983	SLEEVING, HEAT SHRINK	2
AR	QQ-B-575 (7/64 I.D. 36 AWG)	SHIELD, STRANDED WIRE	1
			
		PROOFED	
