FIND	0	DRAWING	TITLE
4	3	1011771	RIVET, MINIATURE
3	1	1011870	SPRING, POLAROID FILTER
2	1	1011878	POLARIZATION FILTER
1	1	1011871	HOLDER, FILTER
			
			PROOFED
