-001	-000	FIND	DRAWING	TITLE
1	0	4	1011969	COVER, MODULE
2	2	3	NAS1352CO24	SCREW, CAP, HEX SOC HD, PLAIN
0	1	2	1011943	COVER, MODULE
1	1	1	1011945	RESOLVER TRIMMING MODULE, ASSY OF
				
				PROOFED
