0	TITLE	DRAWING	FIND
AR	WIRE, ELECTRICAL	MIL-W-16878 E30 SEE DRAWING LEGEND	6
1	SENSOR	SEE DRAWING NOTE 10	5
1	HEATER, CONTROL	SEE DRAWING NOTE 10	4
1	HEATER, FIXED	SEE DRAWING NOTE 10	3
1	HEATER, EMERGENCY	SEE DRAWING NOTE 10	2
1	HEATER, PLATE	1000102	1
			
	PROOFED		
