-11	DRAWING	TITLE	FIND	STRIKE
16	1010957-010	INSERT, SCREW THD, SELF-LOCKING	2	
1	2008394-001	CONNECTOR MTG PLATE	1	
				
X	X	PROOFED	REF	X
