-11	DRAWING	TITLE	FIND
X	2010072	SCHEMATIC	REF
			
AR	1006776-21	INSULATION, SLEEVING, ELEC	10
AR	1006757-1	WIRE, ELEC	9
1	1008812-1	TRANSISTOR	8
1	1006760-54	RESISTOR	7
1	1006760-43	RESISTOR	6
1	1006750-63	RESISTOR	5
5	2007063	TERMINAL LUG ASSY	4
2	2008124	FERRULE	3
1	2008168	COMPONENT MOUNTING BOARD	2
1	2008166	WIRING BOARD	1
			
		PROOFED	
