-11	DRAWING	TITLE	FIND	STRIKE
6	2008287	SPACER	5	
2	MS16555-605	PIN DOWEL	4	
142	1006775	INSULATOR, WRAPOST – MALE, MINIATURE	3	
142	1006782-1	CONTACT, WRAPOST – MALE, MINIATURE	2	
1	2008320	HEADER, HOUSING	1	
				
X	X	PROOFED	REF	X
