FIND	0	DRAWING	TITLE
4	AR	1002175	IMPREGNANT
3	AR	1010640	LENS PAPER
2	50.0 INCHES	1002116-75 41 AWG GREEN	MAGNET WIRE
1	40.0 INCHES	1002116-75 41 AWG RED	MAGNET WIRE
			
			PROOFED
