FIND	0	DRAWING	TITLE
6	8	MS20426AD4-6	RIVET, 100 DEGREE CSK
5	6	MS20426AD4-5	RIVET, 100 DEGREE CSK
4	3	1021267	BRACKET, ELEC CONN (INSEP ASSY)
3	1	1021274	BRACKET, RH SUPPORT (INSEP ASSY)
2	1	1021268	BRACKET, LH SUPPORT (INSEP ASSY)
1	1	1021266	PANEL, ANNUNCIATOR (INSEP ASSY)
			
			PROOFED
