FIND	0	DRAWING	TITLE
1	63.5 FEET	1010848-2	WIRE
2	20.0 FEET 5.8 INCHES	-4	WIRE
3	AR	1010847-2	WIRE, ELECTRICAL
4	AR	-4	WIRE, ELECTRICAL
5	13	1010738-6	CONTACT, ELECTRICAL SOCKET
6	AR	1012507-2	TAPE LACING AND TYING
7	AR	QQ-S-571 SN60 WRAP 2	SOLDER (ES-2175, ALLOY 1)
8	AR	MIL-F-14256	FLUX (ES-2798)
			
			PROOFED
