FIND	0	DRAWING	TITLE
1	157' 4"	1010807-005	WIRE
2	3.'	-003	WIRE
3	9' 7"	-004	WIRE
4	1' 4"	-001	WIRE
5	3	1010490-142	INSULATION, SLEEVING, ELEC. HEAT SHRINK
6	1	1010763-1	SLEEVE, SOLDER
7	1	-2	SLEEVE, SOLDER
			
			PROOFED
