-11	DRAWING	TITLE	FIND
X	2005006	SCHEMATIC	REF
			
32768	1006786	FERRITE CORE	7
2	1000093-2	SCREW BUTTON HEAD	6
AR	1006711-20	WIRE ELECTRICAL	5
1	2004015	SIDE PLATE B	4
1	2004014	SIDE PLATE A	3
1	2003008-011	FEED THRU PLATE ASSEMBLY	2
1	2003010-011	HEADER HOUSING ASSY	1
