-21	-11	DRAWING	TITLE	FIND
1		2004678	SHAFT	6
AR	AR	1012536	ADHESIVE	5
1	1	2003932-011	PLUG, ASSY	4
1	1	1006371	CABLE ASSY, SPECIAL PURPOSE	3
1	1	1006340	PANEL, E/L	2
	1	2004948	SHAFT	1
