0	DRAWING	TITLE	FIND
2	1015135-015	SPACER, NYLON	14
AR	1006776-21	INSULATION, SLEEVING	13
AR	1006787-2	WIRE, FEED THROUGH	12
4	1010362-3	DIODE	11
6	1010353-4	RELAY	10
AR	1006757-1	WIRE, NICKEL RIBBON	9
1	1015144	WAFER BOARD, LOWER	8
1	1015145	WAFER BOARD, UPPER	7
AR	1006776-20	INSULATION, SLEEVING	6
54	1006775	INSULATOR, WRAPOST – MALE MIN	5
24	1006782-4	CONTACT, BLADE EDGE CONNECTOR	4
30	-5	CONTACT, BLADE EDGE CONNECTOR	3
8	AN500D-2-4	SCREW	2
1	1015143	FRAME RELAY MODULE	1
			
		PROOFED	
