FIND	-011	DRAWING	TITLE
8	2	MS35649-84	NUT, PLAIN, HEX
7	2	MS35335-59	WASHER, LOCK
6	2	6010653	SPACER
5	4	AN960-C8L	WASHER, FLAT
4	2	MS51957-50	SCREW PAN HEAD
3	3	1010978-001	TERMINAL BOARD, TAPER PIN
2	1	1010986-021	GROMMET
1	1	6010652	COVER, JUNCTION BOX
			
			PROOFED
