-21	-11	DRAWING	TITLE	FIND	STRIKE
47	47	1008819-001	SLEEVE, MINIATURE, GROUNDING	10	
47	47	1008818-002	CONTACT, WRAPOST – FEMALE, MIN, GROUND	9	
4	4	2008369	DISK, THRUST	8	
7	7	MS16555-640	DOWEL PIN	7	
AR	AR	1006776-20	INSULATION SLEEVING	6	
213	213	2008363	BUSHING CDU	5	
213	213	1006781-6	CONTACT WRAPOST FEMALE MIN	4	
2549	2549	1006781-3	CONTACT WRAPOST FEMALE MIN	3	
2762	2762	1006774	INSULATOR WRAPOST FEMALE MIN	2	
1	1	2008334	TRAY X CDU	1	
					
X	X	X	PROOFED	REF	X
