0	DRAWING	TITLE	FIND
1	1010711-1	SPLICE, ELECTRICAL	6
			5
			4
AR	MIL-W-16878/1 (TYPE B24) 19 STRAND	WIRE PVC INSULATED WHITE	3
25	1010464-1	CONTACT PIN, ELECTRICAL	2
1	1008160-2	CONNECTOR PLUG, ELECT, REWORKED	1
			
		PROOFED	
