FIND	0	DRAWING	TITLE
1	23'	1010807-004	WIRE, 28 AWG, WHT
2	20'	1010807-022	WIRE, 26 AWG, WHT
3	5'	1010807-006	WIRE, 28 AWG, RED, WHT
4	6'	1010807-027	WIRE 26 AWG, RED, WHT
5	1'	1010807-007	WIRE, 24 AWG, RED, WHT
6	1'	1010807-010	WIRE, 28 AWG, GRN, BLU, RED, WHT
7	6'	1010807-015	WIRE, 28 AWG, RED, WHT, WHT JKT
8	3'	1010807-004	WIRE, 28 AWG
9	AR	1006776-99	INSULATION SLEEVING, RED
10	12	1010490-114	INSULATION SLEEVING, HEAT SHRINK
			
			PROOFED
