FIND	-11	DRAWING	TITLE
6	3	NAS1352C02LL4	SCREW, CAP, SOC. HD, SELF-LOCKING
5	1	2011656	GEAR, TRUNNION DRIVE (400T-96P)
4	1	2011683-1 THRU -9	SPACER
3	1	2011718	SHAFT DRIVE GEAR & PIN, ASSY OF
2	2	1012506-1	BEARING, BALL, ANNULAR (FLANGED)
1	1	2011719	TRUNNION DRIVE GEAR & PIN, ASSY OF
			
		PROOFED	
