0	TITLE	DRAWING	FIND
1	PIN, STR, HDLS (DWL)	MS16555-602	3
1	PIN, LOCATING, STRT., HDLS.	1000088-1	2
1	PIN, LOCATING, STRT., HDLS.	1000088-2	1
			
	PROOFED		
