0	DRAWING	TITLE	FIND
2	NAS1395-CO4L	INSERT, SCREW THREAD	3
17	NAS1395-CO6L	INSERT, SCREW THREAD	2
1	1007129-1	FRAME, SIGNAL CONDITIONER	1
			
		PROOFED	
