-011	DRAWING	TITLE	FIND
1	1008833-001	RESISTOR TEMP SENSITIVE WAFER	4
AR	MIL-I-15126 TYPE MFT 2.5	MYLAR TAPE	3
1	6014523	LEAD SET	2
1	6007006-011	HEADER, SUB-ASSEMBLY	1
			
		PROOFED	
