FIND	0	DRAWING	TITLE
4	1	1016294-001	COUPLING – BEAD CHAIN
3	1	MS16535-114	RIVET – TUBULAR
2	2	AN960C4	WASHER – FLAT
1	1	1899986-1	STREAMER
			
			PROOFED
