FIND	0	DRAWING	TITLE
8	AR	MIL-A-25457	ADHESIVE, SILICONE RUBBER
7	1	1014506	BASKET – SHROUD, OPTICS
6	4	NAS1394C-3L	INSERT – THREAD, SELF LOCKING
5	4	1014504-5	INSERT – CORE
4	4	-4	INSERT – CORE
3	4	-3	INSERT – CORE
2	2	-2	INSERT – CORE
1	1	-1	SHROUD – HONEYCOMB
			
			PROOFED
