-11	FIND	DRAWING	TITLE
AR	9	1008903	ADHESIVE
AR	8	1012543-002	COATING KIT, LIGHT-DIFFUSING
AR	7	-001	COATING KIT, LIGHT-DIFFUSING
AR	6	1008904	ADHESIVE
1	5	1008492	FLANGE, TELESCOPE COVER
5	4	1008483-001	NUT, BONDED
1	3	1021333	SHIELD, LIGHT
1	2	1008491	BAFFLE, TELESCOPE COVER
1	1	1008489	COVER
			
			PROOFED
