-11	DRAWING	TITLE	FIND	STRIKE
X	2005004	SCHEMATIC	REF	
1	1004738-001	INSULATOR	34	
1	1006712-3	RESISTOR, TEMP SENSITIVE	33	
10	2004074	INSULATOR, WASHER	32	
AR	1006776-21	INSULATION SLEEVING	31	
1	2004039	TERMINAL THREADED	30	
50	2004103-001	DIODE	29	
49	2004004-001	TRANSISTOR, POTTED	28	
3	2004004-002	TRANSISTOR, POTTED	27	
8	1010406-8	COIL, RF CHOKE	26	
1	1010406-19	COIL, RF CHOKE	25	
1	1010406-17	COIL, RF CHOKE	24	
1	1010406-11	COIL, RF CHOKE	23	
5	1010406-7	COIL, RF CHOKE	22	
4	1006755-79	CAPACITOR	21	
2	1006755-32	CAPACITOR	20	
8	1006750-12	RESISTOR	19	
13	1006788-8	RESISTOR	18	
10	SEE NOTE 12	RESISTOR	17	
40	1006750-49	RESISTOR	16	
1	1006750-43	RESISTOR	15	
4	1006750-39	RESISTOR	14	
12	1006750-32	RESISTOR	13	
1	1006750-28	RESISTOR	12	
26	1006750-15	RESISTOR	11	
1	2004028-011	INSULATOR (A)	10	
1	2004029	INSULATOR (B)	9	
2	MS16633-4015	RING, RETAINING, EXTERNAL, “E”	8	
2	1004546-3	WASHER, FLAT	7	
2	1004546-1	WASHER, FLAT	6	
2	1004579-1	SCREW, JACKING	5	
AR	1006776-22	INSULATION, SLEEVING	4	
AR	1006757-1	WIRE, ELECTRICAL	3	
AR	1006757-8	WIRE, ELECTRICAL	2	
1	2003015-011	HEADER, HOUSING, ASSY	1	
				
X	X	PROOFED	REF	X
