-11	DRAWING	TITLE	FIND
4	2008033-1	WASHER, THRUST	5
4	2008012	SCREW, CAPTIVE	4
1	1007566	TRACKER X	3
1	1007512	TRACKER Y	2
1	1007584	HEADER ASSY	1
			
		PROOFED	
