-11	DRAWING	TITLE	FIND
X	2005013	WIRING DIAGRAM	REF
			
			
			
AR	1006318	ADHESIVE	5
AR	1006335	GLASS TAPE	4
AR	1006757-8	WIRE, ELECTRICAL	3
AR	1006757-1	WIRE, ELECTRICAL	2
1	2004077	INSULATOR, MATRIX	1
