FIND	0	DRAWING	TITLE
1	16' 6.6"	1010639-2	WIRE
2	1	1010711-1	SPLICE REDUCER
3	1	1010476-168	SHRINK TUBING
4	AR	MIL-T-713 TYPE P CLASS 2 BLACK	LACING TAPE (ES-2732 NO. 18)
5	3	1010738-6	CONTACT, ELEC. SOCKET
6	AR	MIL-W-16878 1B-24-19STND WHITE	WIRE
			
			PROOFED
