0	DRAWING	TITLE	FIND
3	AN500D-4-4	SCREW	10
AR	1006757-1	WIRE NICKEL RIBBON .010 X .020	9
AR	1006776-21	SLEEVING, ELECT INSULATION	8
AR	-20	SLEEVING, ELECT INSULATION	7
11	1006775	INSULATOR WRAP-POST MALE MIN	6
11	1006782-5	CONTACT BLADE EDGE CONN	5
1	1010605	TRANSFORMER	4
			3
1	1015167	WAFER BOARD	2
1	1015159	FRAME ASSY	1
			
		PROOFED	
