0	DRAWING	TITLE	FIND	STRIKE
AR	MIL-I-15126 TYPE MFT-3.5	INSULATION TAPE (CLEAR ¾ WIDE)	3	
AR	1006757-8	WIRE ELECTRICAL (.020 DIA)	2	
1	1012521-003	FOIL, MAGNETIC, SHIELDING	1	X
				
		PROOFED		
