-11	DRAWING	TITLE	FIND	STRIKE
1740	1010380	INSULATOR, BUSHING, FEMALE	3	
1740	1010379-5	CONTACT, ELECTRICAL FEMALE	2	
1	1004275	CONNECTOR COMPUTER END	1	
				
X	X	PROOFED	REF	X
